data,variavel,valor,peso,subgrupo
12-2006,Tangerina,0.306,0.0409,Alimentação no domicílio
12-2007,Tangerina,0.244,0.0409,Alimentação no domicílio
12-2008,Tangerina,-0.141,0.0409,Alimentação no domicílio
12-2009,Tangerina,0.031,0.0409,Alimentação no domicílio
12-2010,Tangerina,0.019,0.0409,Alimentação no domicílio
12-2011,Tangerina,-0.086,0.0409,Alimentação no domicílio
12-2012,Tangerina,0.193,0.0409,Alimentação no domicílio
12-2013,Tangerina,0.949,0.0409,Alimentação no domicílio
05-2014,Tangerina,0.865,0.0409,Alimentação no domicílio
12-1994,Cheiro-verde,0,0.0403,Alimentação no domicílio
12-1995,Cheiro-verde,0.003,0.0403,Alimentação no domicílio
12-1996,Cheiro-verde,-0.135,0.0403,Alimentação no domicílio
12-1997,Cheiro-verde,-0.209,0.0403,Alimentação no domicílio
12-1998,Cheiro-verde,-0.187,0.0403,Alimentação no domicílio
12-1999,Cheiro-verde,-0.247,0.0403,Alimentação no domicílio
12-2000,Cheiro-verde,-0.213,0.0403,Alimentação no domicílio
12-2001,Cheiro-verde,-0.295,0.0403,Alimentação no domicílio
12-2002,Cheiro-verde,-0.341,0.0403,Alimentação no domicílio
12-2003,Cheiro-verde,-0.356,0.0403,Alimentação no domicílio
12-2004,Cheiro-verde,-0.389,0.0403,Alimentação no domicílio
12-2005,Cheiro-verde,-0.378,0.0403,Alimentação no domicílio
12-2006,Cheiro-verde,-0.35,0.0403,Alimentação no domicílio
12-2007,Cheiro-verde,-0.347,0.0403,Alimentação no domicílio
12-2008,Cheiro-verde,-0.336,0.0403,Alimentação no domicílio
12-2009,Cheiro-verde,-0.298,0.0403,Alimentação no domicílio
12-2010,Cheiro-verde,-0.24,0.0403,Alimentação no domicílio
12-2011,Cheiro-verde,-0.232,0.0403,Alimentação no domicílio
12-2012,Cheiro-verde,-0.155,0.0403,Alimentação no domicílio
12-2013,Cheiro-verde,-0.102,0.0403,Alimentação no domicílio
05-2014,Cheiro-verde,-0.003,0.0403,Alimentação no domicílio
12-1994,Ar-condicionado,0,0.0382,Aparelhos elétricos e não-elétricos
12-1995,Ar-condicionado,-0.046,0.0382,Aparelhos elétricos e não-elétricos
12-1996,Ar-condicionado,-0.12,0.0382,Aparelhos elétricos e não-elétricos
12-1997,Ar-condicionado,-0.21,0.0382,Aparelhos elétricos e não-elétricos
12-1998,Ar-condicionado,-0.133,0.0382,Aparelhos elétricos e não-elétricos
12-1999,Ar-condicionado,-0.224,0.0382,Aparelhos elétricos e não-elétricos
12-2000,Ar-condicionado,-0.253,0.0382,Aparelhos elétricos e não-elétricos
12-2001,Ar-condicionado,-0.293,0.0382,Aparelhos elétricos e não-elétricos
12-2002,Ar-condicionado,-0.281,0.0382,Aparelhos elétricos e não-elétricos
12-2003,Ar-condicionado,-0.24,0.0382,Aparelhos elétricos e não-elétricos
12-2004,Ar-condicionado,-0.277,0.0382,Aparelhos elétricos e não-elétricos
12-2005,Ar-condicionado,-0.299,0.0382,Aparelhos elétricos e não-elétricos
12-2006,Ar-condicionado,-0.314,0.0382,Aparelhos elétricos e não-elétricos
12-2007,Ar-condicionado,-0.359,0.0382,Aparelhos elétricos e não-elétricos
12-2008,Ar-condicionado,-0.389,0.0382,Aparelhos elétricos e não-elétricos
12-2009,Ar-condicionado,-0.392,0.0382,Aparelhos elétricos e não-elétricos
12-2010,Ar-condicionado,-0.403,0.0382,Aparelhos elétricos e não-elétricos
12-2011,Ar-condicionado,-0.456,0.0382,Aparelhos elétricos e não-elétricos
12-2012,Ar-condicionado,-0.471,0.0382,Aparelhos elétricos e não-elétricos
12-2013,Ar-condicionado,-0.48,0.0382,Aparelhos elétricos e não-elétricos
05-2014,Ar-condicionado,-0.472,0.0382,Aparelhos elétricos e não-elétricos
12-1994,Repolho,0,0.037,Alimentação no domicílio
12-1995,Repolho,-0.178,0.037,Alimentação no domicílio
12-1996,Repolho,-0.283,0.037,Alimentação no domicílio
12-1997,Repolho,-0.231,0.037,Alimentação no domicílio
12-1998,Repolho,-0.278,0.037,Alimentação no domicílio
12-1999,Repolho,-0.349,0.037,Alimentação no domicílio
12-2000,Repolho,-0.194,0.037,Alimentação no domicílio
12-2001,Repolho,-0.32,0.037,Alimentação no domicílio
12-2002,Repolho,-0.286,0.037,Alimentação no domicílio
12-2003,Repolho,-0.329,0.037,Alimentação no domicílio
12-2004,Repolho,-0.286,0.037,Alimentação no domicílio
12-2005,Repolho,-0.211,0.037,Alimentação no domicílio
12-2006,Repolho,-0.195,0.037,Alimentação no domicílio
12-2007,Repolho,-0.118,0.037,Alimentação no domicílio
12-2008,Repolho,-0.084,0.037,Alimentação no domicílio
12-2009,Repolho,-0.025,0.037,Alimentação no domicílio
12-2010,Repolho,-0.168,0.037,Alimentação no domicílio
12-2011,Repolho,-0.034,0.037,Alimentação no domicílio
12-2012,Repolho,0.047,0.037,Alimentação no domicílio
12-2013,Repolho,0.12,0.037,Alimentação no domicílio
05-2014,Repolho,0.473,0.037,Alimentação no domicílio
12-1994,Abacaxi,0,0.0367,Alimentação no domicílio
12-1995,Abacaxi,-0.111,0.0367,Alimentação no domicílio
12-1996,Abacaxi,-0.388,0.0367,Alimentação no domicílio
12-1997,Abacaxi,-0.413,0.0367,Alimentação no domicílio
12-1998,Abacaxi,-0.364,0.0367,Alimentação no domicílio
12-1999,Abacaxi,-0.428,0.0367,Alimentação no domicílio
12-2000,Abacaxi,-0.408,0.0367,Alimentação no domicílio
12-2001,Abacaxi,-0.398,0.0367,Alimentação no domicílio
12-2002,Abacaxi,-0.419,0.0367,Alimentação no domicílio
12-2003,Abacaxi,-0.424,0.0367,Alimentação no domicílio
12-2004,Abacaxi,-0.377,0.0367,Alimentação no domicílio
12-2005,Abacaxi,-0.288,0.0367,Alimentação no domicílio
12-2006,Abacaxi,-0.407,0.0367,Alimentação no domicílio
12-2007,Abacaxi,-0.279,0.0367,Alimentação no domicílio
12-2008,Abacaxi,-0.256,0.0367,Alimentação no domicílio
12-2009,Abacaxi,-0.191,0.0367,Alimentação no domicílio
12-2010,Abacaxi,0.013,0.0367,Alimentação no domicílio
12-2011,Abacaxi,-0.21,0.0367,Alimentação no domicílio
12-2012,Abacaxi,-0.095,0.0367,Alimentação no domicílio
12-2013,Abacaxi,-0.007,0.0367,Alimentação no domicílio
05-2014,Abacaxi,0.032,0.0367,Alimentação no domicílio
12-1994,Feijão - macassar (fradinho),0,0.036,Alimentação no domicílio
12-1995,Feijão - macassar (fradinho),0.234,0.036,Alimentação no domicílio
12-1996,Feijão - macassar (fradinho),-0.041,0.036,Alimentação no domicílio
12-1997,Feijão - macassar (fradinho),0.011,0.036,Alimentação no domicílio
12-1998,Feijão - macassar (fradinho),0.457,0.036,Alimentação no domicílio
12-1999,Feijão - macassar (fradinho),-0.217,0.036,Alimentação no domicílio
12-2000,Feijão - macassar (fradinho),0.008,0.036,Alimentação no domicílio
12-2001,Feijão - macassar (fradinho),0.432,0.036,Alimentação no domicílio
12-2002,Feijão - macassar (fradinho),0.294,0.036,Alimentação no domicílio
12-2003,Feijão - macassar (fradinho),0.165,0.036,Alimentação no domicílio
12-2004,Feijão - macassar (fradinho),0.151,0.036,Alimentação no domicílio
12-2005,Feijão - macassar (fradinho),0.167,0.036,Alimentação no domicílio
12-2006,Feijão - macassar (fradinho),-0.113,0.036,Alimentação no domicílio
12-2007,Feijão - macassar (fradinho),0.346,0.036,Alimentação no domicílio
12-2008,Feijão - macassar (fradinho),0.044,0.036,Alimentação no domicílio
12-2009,Feijão - macassar (fradinho),-0.227,0.036,Alimentação no domicílio
12-2010,Feijão - macassar (fradinho),0.242,0.036,Alimentação no domicílio
12-2011,Feijão - macassar (fradinho),-0.078,0.036,Alimentação no domicílio
12-2012,Feijão - macassar (fradinho),-0.109,0.036,Alimentação no domicílio
12-2013,Feijão - macassar (fradinho),-0.16,0.036,Alimentação no domicílio
05-2014,Feijão - macassar (fradinho),0.006,0.036,Alimentação no domicílio
12-1994,Peito,0,0.032,Alimentação no domicílio
12-1995,Peito,-0.23,0.032,Alimentação no domicílio
12-1996,Peito,-0.349,0.032,Alimentação no domicílio
12-1997,Peito,-0.358,0.032,Alimentação no domicílio
12-1998,Peito,-0.317,0.032,Alimentação no domicílio
12-1999,Peito,-0.226,0.032,Alimentação no domicílio
12-2000,Peito,-0.259,0.032,Alimentação no domicílio
12-2001,Peito,-0.254,0.032,Alimentação no domicílio
12-2002,Peito,-0.217,0.032,Alimentação no domicílio
12-2003,Peito,-0.212,0.032,Alimentação no domicílio
12-2004,Peito,-0.253,0.032,Alimentação no domicílio
12-2005,Peito,-0.302,0.032,Alimentação no domicílio
12-2006,Peito,-0.335,0.032,Alimentação no domicílio
12-2007,Peito,-0.211,0.032,Alimentação no domicílio
12-2008,Peito,0.003,0.032,Alimentação no domicílio
12-2009,Peito,-0.121,0.032,Alimentação no domicílio
12-2010,Peito,0.022,0.032,Alimentação no domicílio
12-2011,Peito,0.013,0.032,Alimentação no domicílio
12-2012,Peito,-0.046,0.032,Alimentação no domicílio
12-2013,Peito,-0.063,0.032,Alimentação no domicílio
05-2014,Peito,-0.029,0.032,Alimentação no domicílio
12-1994,Material de pintura,0,0.0315,Encargos e manutenção
12-1995,Material de pintura,0.025,0.0315,Encargos e manutenção
12-1996,Material de pintura,-0.006,0.0315,Encargos e manutenção
12-1997,Material de pintura,-0.039,0.0315,Encargos e manutenção
12-1998,Material de pintura,-0.011,0.0315,Encargos e manutenção
12-1999,Material de pintura,-0.015,0.0315,Encargos e manutenção
12-2000,Material de pintura,-0.022,0.0315,Encargos e manutenção
12-2001,Material de pintura,-0.027,0.0315,Encargos e manutenção
12-2002,Material de pintura,-0.021,0.0315,Encargos e manutenção
12-2003,Material de pintura,0.035,0.0315,Encargos e manutenção
12-2004,Material de pintura,0.084,0.0315,Encargos e manutenção
12-2005,Material de pintura,0.077,0.0315,Encargos e manutenção
12-2006,Material de pintura,0.049,0.0315,Encargos e manutenção
12-2007,Material de pintura,0.029,0.0315,Encargos e manutenção
12-2008,Material de pintura,0.004,0.0315,Encargos e manutenção
12-2009,Material de pintura,-0.022,0.0315,Encargos e manutenção
12-2010,Material de pintura,-0.079,0.0315,Encargos e manutenção
12-2011,Material de pintura,-0.058,0.0315,Encargos e manutenção
12-2012,Material de pintura,-0.02,0.0315,Encargos e manutenção
12-2013,Material de pintura,-0.026,0.0315,Encargos e manutenção
05-2014,Material de pintura,-0.012,0.0315,Encargos e manutenção
12-1994,Peixe - corvina,0,0.0292,Alimentação no domicílio
12-1995,Peixe - corvina,-0.121,0.0292,Alimentação no domicílio
12-1996,Peixe - corvina,-0.196,0.0292,Alimentação no domicílio
12-1997,Peixe - corvina,-0.157,0.0292,Alimentação no domicílio
12-1998,Peixe - corvina,-0.149,0.0292,Alimentação no domicílio
12-1999,Peixe - corvina,-0.104,0.0292,Alimentação no domicílio
12-2000,Peixe - corvina,-0.181,0.0292,Alimentação no domicílio
12-2001,Peixe - corvina,-0.146,0.0292,Alimentação no domicílio
12-2002,Peixe - corvina,-0.161,0.0292,Alimentação no domicílio
12-2003,Peixe - corvina,-0.165,0.0292,Alimentação no domicílio
12-2004,Peixe - corvina,-0.094,0.0292,Alimentação no domicílio
12-2005,Peixe - corvina,0.004,0.0292,Alimentação no domicílio
12-2006,Peixe - corvina,-0.028,0.0292,Alimentação no domicílio
12-2007,Peixe - corvina,-0.059,0.0292,Alimentação no domicílio
12-2008,Peixe - corvina,0.018,0.0292,Alimentação no domicílio
12-2009,Peixe - corvina,0.138,0.0292,Alimentação no domicílio
12-2010,Peixe - corvina,0.047,0.0292,Alimentação no domicílio
12-2011,Peixe - corvina,0.135,0.0292,Alimentação no domicílio
12-2012,Peixe - corvina,0.166,0.0292,Alimentação no domicílio
12-2013,Peixe - corvina,0.213,0.0292,Alimentação no domicílio
05-2014,Peixe - corvina,0.286,0.0292,Alimentação no domicílio
12-1994,Azeitona,0,0.0268,Alimentação no domicílio
12-1995,Azeitona,0.007,0.0268,Alimentação no domicílio
12-1996,Azeitona,-0.029,0.0268,Alimentação no domicílio
12-1997,Azeitona,-0.133,0.0268,Alimentação no domicílio
12-1998,Azeitona,-0.21,0.0268,Alimentação no domicílio
12-1999,Azeitona,-0.124,0.0268,Alimentação no domicílio
12-2000,Azeitona,-0.086,0.0268,Alimentação no domicílio
12-2001,Azeitona,-0.018,0.0268,Alimentação no domicílio
12-2002,Azeitona,0.012,0.0268,Alimentação no domicílio
12-2003,Azeitona,0.012,0.0268,Alimentação no domicílio
12-2004,Azeitona,0.31,0.0268,Alimentação no domicílio
12-2005,Azeitona,0.263,0.0268,Alimentação no domicílio
12-2006,Azeitona,0.192,0.0268,Alimentação no domicílio
12-2007,Azeitona,0.122,0.0268,Alimentação no domicílio
12-2008,Azeitona,0.085,0.0268,Alimentação no domicílio
12-2009,Azeitona,0.061,0.0268,Alimentação no domicílio
12-2010,Azeitona,-0.012,0.0268,Alimentação no domicílio
12-2011,Azeitona,-0.099,0.0268,Alimentação no domicílio
12-2012,Azeitona,-0.048,0.0268,Alimentação no domicílio
12-2013,Azeitona,-0.013,0.0268,Alimentação no domicílio
05-2014,Azeitona,-0.019,0.0268,Alimentação no domicílio
12-1994,Ventilador,0,0.0263,Aparelhos elétricos e não-elétricos
12-1995,Ventilador,-0.154,0.0263,Aparelhos elétricos e não-elétricos
12-1996,Ventilador,-0.241,0.0263,Aparelhos elétricos e não-elétricos
12-1997,Ventilador,-0.321,0.0263,Aparelhos elétricos e não-elétricos
12-1998,Ventilador,-0.314,0.0263,Aparelhos elétricos e não-elétricos
12-1999,Ventilador,-0.267,0.0263,Aparelhos elétricos e não-elétricos
12-2000,Ventilador,-0.271,0.0263,Aparelhos elétricos e não-elétricos
12-2001,Ventilador,-0.291,0.0263,Aparelhos elétricos e não-elétricos
12-2002,Ventilador,-0.299,0.0263,Aparelhos elétricos e não-elétricos
12-2003,Ventilador,-0.289,0.0263,Aparelhos elétricos e não-elétricos
12-2004,Ventilador,-0.262,0.0263,Aparelhos elétricos e não-elétricos
12-2005,Ventilador,-0.235,0.0263,Aparelhos elétricos e não-elétricos
12-2006,Ventilador,-0.21,0.0263,Aparelhos elétricos e não-elétricos
12-2007,Ventilador,-0.213,0.0263,Aparelhos elétricos e não-elétricos
12-2008,Ventilador,-0.242,0.0263,Aparelhos elétricos e não-elétricos
12-2009,Ventilador,-0.239,0.0263,Aparelhos elétricos e não-elétricos
12-2010,Ventilador,-0.239,0.0263,Aparelhos elétricos e não-elétricos
12-2011,Ventilador,-0.305,0.0263,Aparelhos elétricos e não-elétricos
12-2012,Ventilador,-0.314,0.0263,Aparelhos elétricos e não-elétricos
12-2013,Ventilador,-0.286,0.0263,Aparelhos elétricos e não-elétricos
05-2014,Ventilador,-0.288,0.0263,Aparelhos elétricos e não-elétricos
12-1994,Fubá de milho,0,0.026,Alimentação no domicílio
12-1995,Fubá de milho,-0.134,0.026,Alimentação no domicílio
12-1996,Fubá de milho,-0.105,0.026,Alimentação no domicílio
12-1997,Fubá de milho,-0.149,0.026,Alimentação no domicílio
12-1998,Fubá de milho,-0.142,0.026,Alimentação no domicílio
12-1999,Fubá de milho,-0.023,0.026,Alimentação no domicílio
12-2000,Fubá de milho,-0.036,0.026,Alimentação no domicílio
12-2001,Fubá de milho,-0.051,0.026,Alimentação no domicílio
12-2002,Fubá de milho,0.202,0.026,Alimentação no domicílio
12-2003,Fubá de milho,0.201,0.026,Alimentação no domicílio
12-2004,Fubá de milho,0.111,0.026,Alimentação no domicílio
12-2005,Fubá de milho,0.043,0.026,Alimentação no domicílio
12-2006,Fubá de milho,-0.01,0.026,Alimentação no domicílio
12-2007,Fubá de milho,0.066,0.026,Alimentação no domicílio
12-2008,Fubá de milho,0.148,0.026,Alimentação no domicílio
12-2009,Fubá de milho,0.016,0.026,Alimentação no domicílio
12-2010,Fubá de milho,-0.076,0.026,Alimentação no domicílio
12-2011,Fubá de milho,0.024,0.026,Alimentação no domicílio
12-2012,Fubá de milho,0.086,0.026,Alimentação no domicílio
12-2013,Fubá de milho,0.063,0.026,Alimentação no domicílio
05-2014,Fubá de milho,0.09,0.026,Alimentação no domicílio
12-1994,Caldo concentrado,0,0.0258,Alimentação no domicílio
12-1995,Caldo concentrado,-0.183,0.0258,Alimentação no domicílio
12-1996,Caldo concentrado,-0.254,0.0258,Alimentação no domicílio
12-1997,Caldo concentrado,-0.291,0.0258,Alimentação no domicílio
12-1998,Caldo concentrado,-0.303,0.0258,Alimentação no domicílio
12-1999,Caldo concentrado,-0.359,0.0258,Alimentação no domicílio
12-2000,Caldo concentrado,-0.391,0.0258,Alimentação no domicílio
12-2001,Caldo concentrado,-0.404,0.0258,Alimentação no domicílio
12-2002,Caldo concentrado,-0.443,0.0258,Alimentação no domicílio
12-2003,Caldo concentrado,-0.441,0.0258,Alimentação no domicílio
12-2004,Caldo concentrado,-0.496,0.0258,Alimentação no domicílio
12-2005,Caldo concentrado,-0.522,0.0258,Alimentação no domicílio
12-2006,Caldo concentrado,-0.553,0.0258,Alimentação no domicílio
12-2007,Caldo concentrado,-0.565,0.0258,Alimentação no domicílio
12-2008,Caldo concentrado,-0.58,0.0258,Alimentação no domicílio
12-2009,Caldo concentrado,-0.6,0.0258,Alimentação no domicílio
12-2010,Caldo concentrado,-0.625,0.0258,Alimentação no domicílio
12-2011,Caldo concentrado,-0.651,0.0258,Alimentação no domicílio
12-2012,Caldo concentrado,-0.654,0.0258,Alimentação no domicílio
12-2013,Caldo concentrado,-0.66,0.0258,Alimentação no domicílio
05-2014,Caldo concentrado,-0.674,0.0258,Alimentação no domicílio
12-1994,Uniforme escolar,0,0.0251,Roupas
12-1995,Uniforme escolar,-0.002,0.0251,Roupas
12-1996,Uniforme escolar,-0.068,0.0251,Roupas
12-1997,Uniforme escolar,-0.127,0.0251,Roupas
12-1998,Uniforme escolar,-0.163,0.0251,Roupas
12-1999,Uniforme escolar,-0.236,0.0251,Roupas
12-2000,Uniforme escolar,-0.25,0.0251,Roupas
12-2001,Uniforme escolar,-0.28,0.0251,Roupas
12-2002,Uniforme escolar,-0.305,0.0251,Roupas
12-2003,Uniforme escolar,-0.279,0.0251,Roupas
12-2004,Uniforme escolar,-0.272,0.0251,Roupas
12-2005,Uniforme escolar,-0.271,0.0251,Roupas
12-2006,Uniforme escolar,-0.249,0.0251,Roupas
12-2007,Uniforme escolar,-0.238,0.0251,Roupas
12-2008,Uniforme escolar,-0.233,0.0251,Roupas
12-2009,Uniforme escolar,-0.229,0.0251,Roupas
12-2010,Uniforme escolar,-0.242,0.0251,Roupas
12-2011,Uniforme escolar,-0.232,0.0251,Roupas
12-2012,Uniforme escolar,-0.253,0.0251,Roupas
12-2013,Uniforme escolar,-0.241,0.0251,Roupas
05-2014,Uniforme escolar,-0.221,0.0251,Roupas
12-1994,Saia,0,0.025,Roupas
12-1995,Saia,-0.217,0.025,Roupas
12-1996,Saia,-0.312,0.025,Roupas
12-1997,Saia,-0.309,0.025,Roupas
12-1998,Saia,-0.345,0.025,Roupas
12-1999,Saia,-0.4,0.025,Roupas
12-2000,Saia,-0.423,0.025,Roupas
12-2001,Saia,-0.444,0.025,Roupas
12-2002,Saia,-0.434,0.025,Roupas
12-2003,Saia,-0.439,0.025,Roupas
12-2004,Saia,-0.417,0.025,Roupas
12-2005,Saia,-0.377,0.025,Roupas
12-2006,Saia,-0.357,0.025,Roupas
12-2007,Saia,-0.378,0.025,Roupas
12-2008,Saia,-0.393,0.025,Roupas
12-2009,Saia,-0.376,0.025,Roupas
12-2010,Saia,-0.368,0.025,Roupas
12-2011,Saia,-0.369,0.025,Roupas
12-2012,Saia,-0.372,0.025,Roupas
12-2013,Saia,-0.371,0.025,Roupas
05-2014,Saia,-0.389,0.025,Roupas
12-1994,Cueca,0,0.0244,Roupas
12-1995,Cueca,-0.137,0.0244,Roupas
12-1996,Cueca,-0.264,0.0244,Roupas
12-1997,Cueca,-0.3,0.0244,Roupas
12-1998,Cueca,-0.28,0.0244,Roupas
12-1999,Cueca,-0.322,0.0244,Roupas
12-2000,Cueca,-0.369,0.0244,Roupas
12-2001,Cueca,-0.399,0.0244,Roupas
12-2002,Cueca,-0.439,0.0244,Roupas
12-2003,Cueca,-0.435,0.0244,Roupas
12-2004,Cueca,-0.428,0.0244,Roupas
12-2005,Cueca,-0.415,0.0244,Roupas
12-2006,Cueca,-0.409,0.0244,Roupas
12-2007,Cueca,-0.415,0.0244,Roupas
12-2008,Cueca,-0.421,0.0244,Roupas
12-2009,Cueca,-0.442,0.0244,Roupas
12-2010,Cueca,-0.433,0.0244,Roupas
12-2011,Cueca,-0.41,0.0244,Roupas
12-2012,Cueca,-0.444,0.0244,Roupas
12-2013,Cueca,-0.455,0.0244,Roupas
05-2014,Cueca,-0.461,0.0244,Roupas
12-1994,Fígado,0,0.0234,Alimentação no domicílio
12-1995,Fígado,-0.167,0.0234,Alimentação no domicílio
12-1996,Fígado,-0.247,0.0234,Alimentação no domicílio
12-1997,Fígado,-0.271,0.0234,Alimentação no domicílio
12-1998,Fígado,-0.172,0.0234,Alimentação no domicílio
12-1999,Fígado,-0.203,0.0234,Alimentação no domicílio
12-2000,Fígado,-0.15,0.0234,Alimentação no domicílio
12-2001,Fígado,-0.093,0.0234,Alimentação no domicílio
12-2002,Fígado,-0.149,0.0234,Alimentação no domicílio
12-2003,Fígado,-0.074,0.0234,Alimentação no domicílio
12-2004,Fígado,-0.164,0.0234,Alimentação no domicílio
12-2005,Fígado,-0.264,0.0234,Alimentação no domicílio
12-2006,Fígado,-0.288,0.0234,Alimentação no domicílio
12-2007,Fígado,-0.28,0.0234,Alimentação no domicílio
12-2008,Fígado,-0.115,0.0234,Alimentação no domicílio
12-2009,Fígado,-0.183,0.0234,Alimentação no domicílio
12-2010,Fígado,-0.102,0.0234,Alimentação no domicílio
12-2011,Fígado,-0.108,0.0234,Alimentação no domicílio
12-2012,Fígado,-0.182,0.0234,Alimentação no domicílio
12-2013,Fígado,-0.232,0.0234,Alimentação no domicílio
05-2014,Fígado,-0.253,0.0234,Alimentação no domicílio
12-1994,Material de eletricidade,0,0.0233,Encargos e manutenção
12-1995,Material de eletricidade,0.031,0.0233,Encargos e manutenção
12-1996,Material de eletricidade,-0.027,0.0233,Encargos e manutenção
12-1997,Material de eletricidade,-0.074,0.0233,Encargos e manutenção
12-1998,Material de eletricidade,-0.127,0.0233,Encargos e manutenção
12-1999,Material de eletricidade,-0.161,0.0233,Encargos e manutenção
12-2000,Material de eletricidade,-0.17,0.0233,Encargos e manutenção
12-2001,Material de eletricidade,-0.172,0.0233,Encargos e manutenção
12-2002,Material de eletricidade,-0.173,0.0233,Encargos e manutenção
12-2003,Material de eletricidade,-0.134,0.0233,Encargos e manutenção
12-2004,Material de eletricidade,-0.055,0.0233,Encargos e manutenção
12-2005,Material de eletricidade,-0.039,0.0233,Encargos e manutenção
12-2006,Material de eletricidade,0.055,0.0233,Encargos e manutenção
12-2007,Material de eletricidade,0.03,0.0233,Encargos e manutenção
12-2008,Material de eletricidade,0.004,0.0233,Encargos e manutenção
12-2009,Material de eletricidade,-0.075,0.0233,Encargos e manutenção
12-2010,Material de eletricidade,-0.033,0.0233,Encargos e manutenção
12-2011,Material de eletricidade,0,0.0233,Encargos e manutenção
12-2012,Material de eletricidade,0.018,0.0233,Encargos e manutenção
12-2013,Material de eletricidade,0.041,0.0233,Encargos e manutenção
05-2014,Material de eletricidade,0.041,0.0233,Encargos e manutenção
12-1994,Feijão - mulatinho,0,0.0231,Alimentação no domicílio
12-1995,Feijão - mulatinho,-0.35,0.0231,Alimentação no domicílio
12-1996,Feijão - mulatinho,-0.178,0.0231,Alimentação no domicílio
12-1997,Feijão - mulatinho,-0.403,0.0231,Alimentação no domicílio
12-1998,Feijão - mulatinho,0.166,0.0231,Alimentação no domicílio
12-1999,Feijão - mulatinho,-0.273,0.0231,Alimentação no domicílio
12-2000,Feijão - mulatinho,-0.323,0.0231,Alimentação no domicílio
12-2001,Feijão - mulatinho,-0.029,0.0231,Alimentação no domicílio
12-2002,Feijão - mulatinho,0.235,0.0231,Alimentação no domicílio
12-2003,Feijão - mulatinho,0.04,0.0231,Alimentação no domicílio
12-2004,Feijão - mulatinho,0.052,0.0231,Alimentação no domicílio
12-2005,Feijão - mulatinho,0.017,0.0231,Alimentação no domicílio
12-2006,Feijão - mulatinho,-0.07,0.0231,Alimentação no domicílio
12-2007,Feijão - mulatinho,1.101,0.0231,Alimentação no domicílio
12-2008,Feijão - mulatinho,0.738,0.0231,Alimentação no domicílio
12-2009,Feijão - mulatinho,0.143,0.0231,Alimentação no domicílio
12-2010,Feijão - mulatinho,0.468,0.0231,Alimentação no domicílio
12-2011,Feijão - mulatinho,0.43,0.0231,Alimentação no domicílio
12-2012,Feijão - mulatinho,1.078,0.0231,Alimentação no domicílio
12-2013,Feijão - mulatinho,0.686,0.0231,Alimentação no domicílio
05-2014,Feijão - mulatinho,0.554,0.0231,Alimentação no domicílio
12-1994,Peixe - dourada,0,0.0217,Alimentação no domicílio
12-1995,Peixe - dourada,-0.313,0.0217,Alimentação no domicílio
12-1996,Peixe - dourada,-0.356,0.0217,Alimentação no domicílio
12-1997,Peixe - dourada,-0.379,0.0217,Alimentação no domicílio
12-1998,Peixe - dourada,-0.442,0.0217,Alimentação no domicílio
12-1999,Peixe - dourada,-0.411,0.0217,Alimentação no domicílio
12-2000,Peixe - dourada,-0.417,0.0217,Alimentação no domicílio
12-2001,Peixe - dourada,-0.363,0.0217,Alimentação no domicílio
12-2002,Peixe - dourada,-0.313,0.0217,Alimentação no domicílio
12-2003,Peixe - dourada,-0.325,0.0217,Alimentação no domicílio
12-2004,Peixe - dourada,-0.308,0.0217,Alimentação no domicílio
12-2005,Peixe - dourada,-0.247,0.0217,Alimentação no domicílio
12-2006,Peixe - dourada,-0.266,0.0217,Alimentação no domicílio
12-2007,Peixe - dourada,-0.206,0.0217,Alimentação no domicílio
12-2008,Peixe - dourada,-0.149,0.0217,Alimentação no domicílio
12-2009,Peixe - dourada,-0.081,0.0217,Alimentação no domicílio
12-2010,Peixe - dourada,0.062,0.0217,Alimentação no domicílio
12-2011,Peixe - dourada,0.125,0.0217,Alimentação no domicílio
12-2012,Peixe - dourada,0.149,0.0217,Alimentação no domicílio
12-2013,Peixe - dourada,0.082,0.0217,Alimentação no domicílio
05-2014,Peixe - dourada,0.175,0.0217,Alimentação no domicílio
12-1994,Couve,0,0.0213,Alimentação no domicílio
12-1995,Couve,-0.033,0.0213,Alimentação no domicílio
12-1996,Couve,-0.132,0.0213,Alimentação no domicílio
12-1997,Couve,-0.145,0.0213,Alimentação no domicílio
12-1998,Couve,-0.215,0.0213,Alimentação no domicílio
12-1999,Couve,-0.265,0.0213,Alimentação no domicílio
12-2000,Couve,-0.275,0.0213,Alimentação no domicílio
12-2001,Couve,-0.327,0.0213,Alimentação no domicílio
12-2002,Couve,-0.341,0.0213,Alimentação no domicílio
12-2003,Couve,-0.411,0.0213,Alimentação no domicílio
12-2004,Couve,-0.389,0.0213,Alimentação no domicílio
12-2005,Couve,-0.41,0.0213,Alimentação no domicílio
12-2006,Couve,-0.405,0.0213,Alimentação no domicílio
12-2007,Couve,-0.369,0.0213,Alimentação no domicílio
12-2008,Couve,-0.38,0.0213,Alimentação no domicílio
12-2009,Couve,-0.338,0.0213,Alimentação no domicílio
12-2010,Couve,-0.33,0.0213,Alimentação no domicílio
12-2011,Couve,-0.288,0.0213,Alimentação no domicílio
12-2012,Couve,-0.262,0.0213,Alimentação no domicílio
12-2013,Couve,-0.23,0.0213,Alimentação no domicílio
05-2014,Couve,-0.097,0.0213,Alimentação no domicílio
12-1994,Pera,0,0.0211,Alimentação no domicílio
